['[CLS]', 'presents', 'a', 'good', 'case', 'while', 'failing', 'to', 'provide', 'a', 'reason', 'for', 'us', 'to', 'care', 'beyond', 'the', 'very', 'basic', 'dictums', 'of', 'human', 'decency', '[SEP]']	[1.9352592861565654e-09, 8.940781448529833e-10, 8.412731067330981e-10, 8.35597591120063e-10, 8.662711659113143e-10, 9.196062800143068e-10, 9.58384593907624e-10, 8.415860230925887e-10, 8.574583820752935e-10, 8.373893800595056e-10, 8.729271194773958e-10, 8.402724072098522e-10, 9.144743851052795e-10, 8.6624302175764e-10, 9.763537756057872e-10, 1.0180782883395523e-09, 8.532492490331833e-10, 8.603908696613871e-10, 8.480588453707583e-10, 2.6156157795220736e-09, 8.625909986292868e-10, 9.131462808120716e-10, 2.0388987720387775e-09, 1.0]
['[CLS]', 'beautifully', 'crafted', 'engaging', 'filmmaking', 'that', 'should', 'attract', 'upscale', 'audiences', 'hungry', 'for', 'quality', 'and', 'a', 'nostalgic', 'twisty', 'yarn', 'that', 'will', 'keep', 'them', 'guessing', '[SEP]']	[1.247680359028891e-07, 3.9926774775267404e-08, 4.0454633420949904e-08, 4.520708074551294e-08, 5.127335001020583e-08, 4.2033519775941386e-08, 6.653805684209146e-08, 4.1923666316279196e-08, 4.483979054725751e-08, 3.6720024354508496e-08, 5.5353176264816284e-08, 3.940385440159844e-08, 3.730518116640269e-08, 5.2091220226202495e-08, 3.9173425392391437e-08, 1.1592882387390091e-07, 8.451797839370556e-08, 3.8348826336687125e-08, 3.998995623533119e-08, 5.752296416972058e-08, 4.5279566762701506e-08, 4.200987646640897e-08, 6.944512165318883e-08, 0.999998152256012]
['[CLS]', 'bread', 'my', 'sweet', 'has', 'so', 'many', 'flaws', 'it', 'would', 'be', 'easy', 'for', 'critics', 'to', 'shred', 'it', '[SEP]']	[5.287126623443328e-05, 1.545102713862434e-05, 2.258055428683292e-05, 1.6052848877734505e-05, 1.8128626834368333e-05, 1.4824331628915388e-05, 1.616602821741253e-05, 1.7160024071927182e-05, 2.0071824110345915e-05, 1.995345337491017e-05, 1.78388727363199e-05, 1.5357023585238494e-05, 1.5009220078354701e-05, 1.5810952390893362e-05, 1.5109494597709272e-05, 3.0107785278232768e-05, 2.890819450840354e-05, 0.9996481537818909]
['[CLS]', 'slow', 'silly', 'and', 'unintentionally', 'hilarious', '[SEP]']	[0.004699506796896458, 0.002825406612828374, 0.0028678635135293007, 0.003147254465147853, 0.012848602375015616, 0.002799420850351453, 0.9708118438720703]
['[CLS]', 'ultimately', 'feels', 'empty', 'and', 'unsatisfying', 'like', 'swallowing', 'a', 'communion', 'wafer', 'without', 'the', 'wine', '[SEP]']	[1.0379261539128493e-06, 7.642217951797647e-07, 7.428752724081278e-07, 7.204157554951962e-07, 7.220554607556551e-07, 2.6812356281880056e-06, 8.072628929767234e-07, 6.810456056882686e-07, 6.967688364056812e-07, 7.217566349027038e-07, 1.340792493920162e-06, 9.089225159186753e-07, 7.18119906650827e-07, 7.611573664689786e-07, 0.9999865889549255]
['[CLS]', 'exudes', 'the', 'fizz', 'of', 'a', 'busby', 'berkeley', 'musical', 'and', 'the', 'visceral', 'excitement', 'of', 'a', 'sports', 'extravaganza', '[SEP]']	[5.254944035470999e-09, 5.749868803306413e-09, 2.653619546322261e-09, 5.355177856714022e-09, 2.6065016811571695e-09, 2.7169577698771263e-09, 6.0312492777825355e-09, 2.7900284305104606e-09, 3.0771374337490442e-09, 4.631204753025031e-09, 2.6387054763432616e-09, 8.093670400555197e-09, 2.845137903051409e-09, 2.6251516516140327e-09, 2.9659108502499976e-09, 2.785391695070416e-09, 1.110274894244867e-08, 1.0]
['[CLS]', 'the', 'film', 'rehashes', 'several', 'old', 'themes', 'and', 'is', 'capped', 'with', 'pointless', 'extremes', '[SEP]']	[9.776363731361926e-05, 3.6551431549014524e-05, 3.868871499435045e-05, 0.00011992711733910255, 4.578272273647599e-05, 4.369321322883479e-05, 3.75775016436819e-05, 4.238738620188087e-05, 3.58866345777642e-05, 3.513105912134051e-05, 3.589074549381621e-05, 5.201733438298106e-05, 4.517284469329752e-05, 0.9993335604667664]
['[CLS]', 'ryan', 'gosling', 'is', 'in', 'a', 'word', 'brilliant', 'as', 'the', 'conflicted', 'daniel', '[SEP]']	[0.00027353561017662287, 0.0001277099654544145, 0.00026513215561863035, 0.0001832587440731004, 0.00015613468713127077, 0.00018184736836701632, 0.00014219018339645118, 0.0001594071218278259, 0.00018623771029524505, 0.00014416637714020908, 0.0003525680076563731, 0.00014641362940892577, 0.9976814389228821]
['[CLS]', 'if', 'deuces', 'wild', 'had', 'been', 'tweaked', 'up', 'a', 'notch', 'it', 'would', 'have', 'become', 'a', 'camp', 'adventure', 'one', 'of', 'those', 'movies', '[SEP]']	[1.3153928613007793e-08, 1.0142045425709512e-08, 3.562221539965549e-08, 1.0863945298922317e-08, 9.958142754840082e-09, 9.694677949312336e-09, 4.327564528949779e-08, 9.62740109855531e-09, 9.062445016638776e-09, 1.0301326902606434e-08, 1.1313901815412919e-08, 1.341336464122378e-08, 1.0051667054256086e-08, 1.0669516825601022e-08, 9.89535742235148e-09, 9.473786199976075e-09, 8.975454157678087e-09, 1.5553279553159882e-08, 1.2694361117837616e-08, 1.0890085277992512e-08, 1.129180393633078e-08, 1.0]
['[CLS]', 'frida', 'is', 'certainly', 'no', 'disaster', 'but', 'neither', 'is', 'it', 'the', 'kahlo', 'movie', 'frida', 'fans', 'have', 'been', 'looking', 'for', '[SEP]']	[1.582712343406456e-07, 1.4514595392256524e-07, 8.145155305783192e-08, 7.227999532233298e-08, 6.743304226120017e-08, 7.245377275921783e-08, 8.249723038034062e-08, 6.588201273416416e-08, 6.417334219577242e-08, 6.443151789881085e-08, 6.598022395110092e-08, 2.2472087124469908e-07, 6.813376529635207e-08, 1.4218197463833349e-07, 6.403163865797978e-08, 6.807765373650909e-08, 6.761631254903477e-08, 8.253500993760099e-08, 8.95092497898986e-08, 0.999998152256012]
['[CLS]', 'the', 'film', 'often', 'achieves', 'a', 'mesmerizing', 'poetry', '[SEP]']	[0.00047061065561138093, 0.0002247034281026572, 0.00024000101257115602, 0.00027829798636958003, 0.00046928576193749905, 0.00022958348563406616, 0.0008428912406088784, 0.0002462390111759305, 0.9969985485076904]
['[CLS]', 'a', 'work', 'of', 'astonishing', 'delicacy', 'and', 'force', '[SEP]']	[0.003374447813257575, 0.001983402529731393, 0.0017578124534338713, 0.0017220815643668175, 0.0023397200275212526, 0.005012407200410962, 0.001767345005646348, 0.001903535332530737, 0.9801393151283264]
['[CLS]', 'for', 'the', 'most', 'part', 'the', 'ingredients', 'are', 'there', '[SEP]']	[0.004905026406049728, 0.0032344828359782696, 0.0029490869492292404, 0.00358253950253129, 0.003114283550530672, 0.003025995334610343, 0.003320782445371151, 0.0033571964595466852, 0.0032420228235423565, 0.969268798828125]
['[CLS]', 'but', 'if', '[SEP]']	[0.22680266201496124, 0.15865424275398254, 0.15676814317703247, 0.4577750265598297]
['[CLS]', 'the', 'acting', 'is', 'stiff', 'the', 'story', 'lacks', 'all', 'trace', 'of', 'wit', 'the', 'sets', 'look', 'like', 'they', 'were', 'borrowed', 'from', '[SEP]']	[1.3737900417254423e-06, 8.511528903909493e-07, 8.000913567229873e-07, 9.667654694567318e-07, 9.440435064789199e-07, 8.786689136286441e-07, 7.796775207680184e-07, 9.096205531022861e-07, 1.0828653103089891e-06, 8.086491334324819e-07, 7.877517305132642e-07, 8.660692287776328e-07, 8.831728450786613e-07, 7.884040655881108e-07, 8.328580634042737e-07, 9.568070709065069e-07, 8.072082664511981e-07, 8.786732337284775e-07, 8.182709052562132e-07, 1.6922048189371708e-06, 0.9999809265136719]
['[CLS]', 'this', 'version', 'moves', 'beyond', 'the', '[SEP]']	[0.0396939292550087, 0.025105005130171776, 0.02850385569036007, 0.025332463905215263, 0.027029814198613167, 0.030670007690787315, 0.8236647844314575]
['[CLS]', 'a', 'first-class', 'thoroughly', 'involving', 'b', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire', 'beloved', 'genres', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film', '[SEP]']	[6.24935864834697e-07, 2.6504559968998365e-07, 7.803222388247377e-07, 2.2902220564446907e-07, 2.298094301522724e-07, 2.50328213269313e-07, 2.3729640474812186e-07, 2.315484408654811e-07, 2.6636274697011686e-07, 2.2436067581566022e-07, 4.381635108074988e-07, 4.757179112857557e-07, 2.3741954180422908e-07, 2.2589273385165143e-07, 2.5954736315725313e-07, 2.298381360787971e-07, 2.410509694072971e-07, 2.2776282548875315e-07, 2.2104855190718808e-07, 2.12831650969747e-07, 2.3360274781225598e-07, 0.9999933838844299]
['[CLS]', 'the', 'film', 'is', 'so', 'bad', 'it', '[SEP]']	[0.05992720276117325, 0.03724507614970207, 0.03647834062576294, 0.03310374170541763, 0.03711715340614319, 0.034318841993808746, 0.03869008272886276, 0.7231193780899048]
['[CLS]', 'weiss', 'and', 'speck', 'never', 'make', 'a', 'convincing', 'case', 'for', 'the', 'relevance', 'of', 'these', 'two', '20th-century', 'footnotes', '[SEP]']	[4.4484231409569475e-08, 3.590048081036912e-08, 4.08886613456616e-08, 7.267413337785911e-08, 4.029384115256107e-08, 3.69695740687348e-08, 3.498900369436342e-08, 3.6579166362571414e-08, 3.631764045053387e-08, 3.567869200082896e-08, 3.561974182275662e-08, 3.751861044065663e-08, 3.625043731858568e-08, 3.9505895443880945e-08, 4.133806541517515e-08, 1.1802925570236766e-07, 8.040461096925355e-08, 1.0]
['[CLS]', 'another', 'best', 'of', 'the', 'year', 'selection', '[SEP]']	[0.046819522976875305, 0.032588616013526917, 0.021832473576068878, 0.021676160395145416, 0.023341743275523186, 0.022351007908582687, 0.03010282851755619, 0.8012876510620117]
['[CLS]', 'same', 'song', 'second', 'verse', 'coulda', 'been', 'better', 'but', 'it', 'coulda', 'been', 'worse', '[SEP]']	[0.0015132797416299582, 0.0006620259955525398, 0.0007648627506569028, 0.0005844967090524733, 0.0005839192308485508, 0.0018359272507950664, 0.000526950869243592, 0.0005284157814458013, 0.0011966645251959562, 0.0005297379684634507, 0.0026390270213596523, 0.0005146952462382615, 0.0006518266163766384, 0.9874683618545532]
