['[CLS]', '▁presents', '▁a', '▁good', '▁case', '▁while', '▁failing', '▁to', '▁provide', '▁a', '▁reason', '▁for', '▁us', '▁to', '▁care', '▁beyond', '▁the', '▁very', '▁basic', '▁', 'dict', 'um', 's', '▁of', '▁human', '▁dec', 'ency', '[SEP]']	[6.182789093145402e-06, 2.1038862541900016e-05, 7.291430847544689e-06, 7.492056283808779e-06, 7.95824144006474e-06, 8.488891580782365e-06, 9.242689884558786e-06, 6.516709163406631e-06, 1.3263540495245252e-05, 6.217409008968389e-06, 7.854048817534931e-06, 7.077086138451705e-06, 6.913099696248537e-06, 8.084112778306007e-06, 1.4128204384178389e-05, 0.0001451079297112301, 6.565916010004003e-06, 1.116485600505257e-05, 1.08778021967737e-05, 5.949384558334714e-06, 9.704497642815113e-06, 7.39460938348202e-06, 7.457789706677431e-06, 1.160531974164769e-05, 8.30887074698694e-06, 8.194013389584143e-06, 6.671591563645052e-06, 0.9996233582496643]
['[CLS]', '▁beautifully', '▁crafted', '▁engaging', '▁filmmaking', '▁that', '▁should', '▁attract', '▁up', 'scale', '▁audiences', '▁hungry', '▁for', '▁quality', '▁and', '▁a', '▁no', 'stal', 'gic', '▁twist', 'y', '▁yarn', '▁that', '▁will', '▁keep', '▁them', '▁guessing', '[SEP]']	[4.276513664080994e-06, 5.884907750441926e-06, 5.30525676367688e-06, 5.436465926322853e-06, 7.5483408181753475e-06, 4.126048224861734e-06, 5.6061821851471905e-06, 6.498828497569775e-06, 5.024937763664639e-06, 5.249557489150902e-06, 5.3672047215513885e-06, 1.0898320397245698e-05, 6.386679615388857e-06, 4.2479182411625516e-06, 5.053387667430798e-06, 6.071396910556359e-06, 4.692435140896123e-06, 6.913495326443808e-06, 7.027223546174355e-06, 9.20641832635738e-06, 8.611847079009749e-06, 5.672212864737958e-06, 5.085877091914881e-06, 6.0757297433156054e-06, 1.4243943951441906e-05, 4.062881544086849e-06, 4.4093330870964564e-06, 0.9998312592506409]
['[CLS]', '▁bread', '▁my', '▁sweet', '▁has', '▁so', '▁many', '▁f', 'law', 's', '▁it', '▁would', '▁be', '▁easy', '▁for', '▁critics', '▁to', '▁shred', '▁it', '[SEP]']	[0.00012929216609336436, 0.00021469115745276213, 0.00017858744831755757, 0.00018762324179988354, 0.00021578829910140485, 0.0001876597380032763, 0.0002604751498438418, 0.00013033939467277378, 0.00016641037655062973, 0.00012684089597314596, 0.00015638579498045146, 0.0003545112849678844, 0.0001651133206905797, 0.00022423395421355963, 0.0001645185548113659, 0.00016230052278842777, 0.00018364311836194247, 0.0003947812656406313, 0.00015392691420856863, 0.996242880821228]
['[CLS]', '▁slow', '▁silly', '▁and', '▁un', 'in', 'ten', 'tion', 'ally', '▁hil', 'ario', 'us', '[SEP]']	[0.0047348481602966785, 0.01040316466242075, 0.006065777502954006, 0.01232906337827444, 0.008193646557629108, 0.004817184992134571, 0.006033397279679775, 0.006001026835292578, 0.006576849147677422, 0.0069376458413898945, 0.005752925761044025, 0.00518663227558136, 0.9169678688049316]
['[CLS]', '▁ultimately', '▁feels', '▁empty', '▁and', '▁un', 's', 'ati', 's', 'fy', 'ing', '▁like', '▁swallowing', '▁a', '▁communion', '▁wa', 'fer', '▁without', '▁the', '▁wine', '[SEP]']	[0.0008569341152906418, 0.0011686200741678476, 0.0029963424894958735, 0.001173300202935934, 0.0016646079020574689, 0.0013964471872895956, 0.0009468811331316829, 0.001764660351909697, 0.0008305124356411397, 0.0008307983516715467, 0.0007976474007591605, 0.0009906567865982652, 0.004776963032782078, 0.0009977242443710566, 0.0008845434640534222, 0.001505190972238779, 0.0010208874009549618, 0.0021499430295079947, 0.0009697476052679121, 0.0008927372400648892, 0.9713846445083618]
['[CLS]', '▁ex', 'ude', 's', '▁the', '▁f', 'izz', '▁of', '▁a', '▁bus', 'by', '▁berkeley', '▁musical', '▁and', '▁the', '▁vis', 'cer', 'al', '▁excitement', '▁of', '▁a', '▁sports', '▁extra', 'vag', 'anza', '[SEP]']	[1.7919097444973886e-05, 3.108737291768193e-05, 6.326172297121957e-05, 4.594546771841124e-05, 2.439331183268223e-05, 2.1074487449368462e-05, 3.0653518479084596e-05, 1.9090119167231023e-05, 1.9851813704008237e-05, 4.2449966713320464e-05, 4.09886306442786e-05, 3.459989602561109e-05, 5.129744386067614e-05, 2.505317206669133e-05, 2.631987808854319e-05, 3.2056854252004996e-05, 2.089744339173194e-05, 2.135609793185722e-05, 2.507714816601947e-05, 2.036130717897322e-05, 2.6274738047504798e-05, 2.045662040472962e-05, 1.892745422082953e-05, 4.4001568312523887e-05, 2.1614574507111683e-05, 0.9992554187774658]
['[CLS]', '▁the', '▁film', '▁re', 'hash', 'es', '▁several', '▁old', '▁themes', '▁and', '▁is', '▁capped', '▁with', '▁point', 'less', '▁extreme', 's', '[SEP]']	[0.00028997226036153734, 0.00033694636658765376, 0.000338680692948401, 0.00038406220846809447, 0.0005375618929974735, 0.00034849674557335675, 0.00045084510929882526, 0.0005074705113656819, 0.00033812818583101034, 0.0003611228021327406, 0.000394328439142555, 0.0004905802779830992, 0.0004923063679598272, 0.0005212788237258792, 0.0005396032938733697, 0.00044121197424829006, 0.000313773489324376, 0.9929136633872986]
['[CLS]', '▁ryan', '▁go', 's', 'ling', '▁is', '▁in', '▁a', '▁word', '▁brilliant', '▁as', '▁the', '▁conflict', 'ed', '▁daniel', '[SEP]']	[0.0031985824462026358, 0.01145767793059349, 0.004008851945400238, 0.004135207273066044, 0.0048750583082437515, 0.007818808779120445, 0.009870416484773159, 0.0032520124223083258, 0.0031876014545559883, 0.003677333239465952, 0.0045679970644414425, 0.004513871856033802, 0.005533911753445864, 0.004560642875730991, 0.0040030814707279205, 0.9213389158248901]
['[CLS]', '▁if', '▁deuce', 's', '▁wild', '▁had', '▁been', '▁tweak', 'ed', '▁up', '▁a', '▁not', 'ch', '▁it', '▁would', '▁have', '▁become', '▁a', '▁camp', '▁adventure', '▁one', '▁of', '▁those', '▁movies', '[SEP]']	[1.0798215953400359e-05, 2.4147042495314963e-05, 2.7816648071166128e-05, 1.1137907677039038e-05, 1.5864812667132355e-05, 1.2103269909857772e-05, 1.2277852874831297e-05, 1.5343028280767612e-05, 1.0912912330240943e-05, 2.723770921875257e-05, 1.3317420780367684e-05, 1.7180263967020437e-05, 1.4304740943771321e-05, 1.1197708772670012e-05, 1.5428733604494482e-05, 1.2075255654053763e-05, 1.8713993995334022e-05, 1.3765684343525209e-05, 1.8728491340880282e-05, 2.2689649995299987e-05, 1.6566449630772695e-05, 2.1613006538245827e-05, 1.3122511518304236e-05, 1.194332890008809e-05, 0.9996119141578674]
['[CLS]', '▁fri', 'da', '▁is', '▁certainly', '▁no', '▁disaster', '▁but', '▁neither', '▁is', '▁it', '▁the', '▁kahl', 'o', '▁movie', '▁fri', 'da', '▁fans', '▁have', '▁been', '▁looking', '▁for', '[SEP]']	[3.6213623388903216e-05, 4.8093716031871736e-05, 3.802901119343005e-05, 4.887139948550612e-05, 4.041948341182433e-05, 4.061643630848266e-05, 4.7965149860829115e-05, 3.8750011299271137e-05, 6.276050407905132e-05, 6.24096137471497e-05, 4.562554386211559e-05, 0.00011327560787322, 0.00017620578000787646, 3.684601324493997e-05, 5.8648030972108245e-05, 3.958545858040452e-05, 3.314179411972873e-05, 4.273213926353492e-05, 7.145872950786725e-05, 5.6875127484090626e-05, 8.047740993788466e-05, 4.0244864067062736e-05, 0.9987410306930542]
